DBA,BORO,address,zip_code,lat,lon,categories,PHONE,INSPECTION.DATE,INSPECTION.RESULT,review_count,rating,price
AYADA,Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,2126459449,7/16/19,A8/C,108,4,$$
AYADA,Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,2126459449,7/16/19,A8/C,532,3.5,$$
AYADA,Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,2126459449,7/16/19,A8/C,199,4.5,$$
AYADA,Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,2126459449,7/16/19,A8/C,2568,4.5,$
AYADA THAI RESTAURANT,Queens,7708 WOODSIDE AVE,11373,40.74336624,-73.88760376,Thai,7184240844,9/26/19,Z21/C,1027,4,$$
AZASU,Manhattan,49 CLINTON ST,10002,40.719758,-73.985011,Bars,2127777069,5/28/19,A12/C,110,4,$$
AZTEC SOUL,Brooklyn,3372 ATLANTIC AVE,11208,40.68141578,-73.87194041,Mexican,3476631651,9/25/19,A12/NC,66,4,$
AZUKI,Manhattan,700 8TH AVE,10036,40.7587156,-73.9883444,Ramen,9173381199,8/21/19,A10/C,150,3.5,$$
AZUL TEQUILA MEXICAN RESTAURANT,Bronx,783 LYDIG AVE,10462,40.85454,-73.86436,Mexican,7182390711,6/11/19,A8/C,19,3.5,$
AZUMMA,Manhattan,265 CANAL ST,10013,40.71897,-74.00102,Ramen,6465906816,4/9/19,A2/NC,33,3.5,$$
Aita Trattoria,Brooklyn,798A FRANKLIN AVE,11238,40.67120951,-73.95792556,Italian,9179662670,6/22/19,#NAME?,147,4,$$
Akaru Sushi,Brooklyn,201 WYCKOFF AVE,11237,40.70250743,-73.91613516,Sushi Bars,7189287688,6/5/19,A7/NC,173,4,$$
Aloha Sushi,Manhattan,330 E 53RD ST,10022,40.75610105,-73.96603212,Japanese,2129356092,4/11/19,A12/NC,52,4.5,$$
Aperture,Brooklyn,552 COURT ST,11231,40.675033,-73.999706,Pizza,7185225301,7/24/19,A12/C,125,4.5,$$
B -SIDE,Manhattan,370 W 51ST ST,10019,40.7637997,-73.98809195,Italian,6469797225,2/27/19,A2/NC,748,4,$$
B -SIDE,Manhattan,370 W 51ST ST,10019,40.76394,-73.9883399,Pizza,6469797225,2/27/19,A2/NC,962,4.5,$$
BABBALUCCI'S,Manhattan,331 LENOX AVE,10027,40.80894,-73.94496,Italian,6469186578,8/23/19,A10/NC,329,4,$$
BABY BRASA,Manhattan,173 7TH AVE S,10011,40.73595,-74.0012,Peruvian,6465909010,10/31/18,A7/C,335,4,$$
BAI LI CHINESE RESTAURANT,Brooklyn,2728 CHURCH AVE,11226,40.65047,-73.951484,Chinese,7182875599,3/14/19,A9/NC,22,4,$
BAKE CULTURE,Manhattan,48 BOWERY,10013,40.7158109,-73.9964924,Malaysian,6468582898,7/23/19,#NAME?,656,3.5,$$
BALI KITCHEN,Manhattan,128 E 4TH ST,10003,40.72524643,-73.98758698,Thai,6466784784,3/13/19,-27/C,234,4,$$
BALI KITCHEN,Manhattan,128 E 4TH ST,10003,40.725371,-73.987617,Indonesian,6466784784,3/13/19,-27/C,96,4.5,$$
BALZEM,Manhattan,202 MOTT ST,10012,40.721388,-73.995415,Mediterranean,6468377033,11/1/18,A10/NC,367,4,$$
BAMONTE'S RESTAURANT,Brooklyn,32 WITHERS ST,11211,40.716579,-73.951174,Italian,7183848831,2/7/19,A7/NC,312,4,$$
BANGIA,Manhattan,11 E 32ND ST,10016,40.746854,-73.9845201,Korean,2126796790,5/14/19,-23/C,298,4,$$
BANGKLYN EAST HARLEM,Manhattan,2051 2ND AVE,10029,40.7903,-73.94307,Thai,6464298128,3/19/19,A3/NC,83,4.5,$
BANGKOK CUISINE,Manhattan,1586 2ND AVE,10028,40.77537,-73.95335,Thai,2129881112,9/17/19,Z26/C,253,4,$$
BANH MI PLACE,Brooklyn,824B WASHINGTON AVE,11238,40.6732865,-73.963134,Vietnamese,7185522660,9/12/19,A12/C,210,4,$
BANK OF AMERICA,Manhattan,114 W 47TH ST,10036,40.75814,-73.98304,Japanese,5168501858,1/1/00,#NAME?,37,4,$$$$
BANK OF AMERICA,Manhattan,114 W 47TH ST,10036,40.75827979,-73.9827184,Japanese,5168501858,1/1/00,#NAME?,70,3.5,$$$$
BAO BAO CAFE,Manhattan,61 LEXINGTON AVE,10010,40.740829,-73.983474,Cafes,3478605005,2/26/19,A11/C,404,4,$
BAO BAO NOODLE,Manhattan,106 GREENWICH ST,10006,40.70854,-74.01367,Noodles,9172617122,4/22/19,A8/C,98,4,$
BAO BY KAYA,Manhattan,570 LEXINGTON AVE,10022,40.7571519,-73.9726033,Asian Fusion,9174219951,5/29/19,A2/NC,125,4,$
BAO TEA HOUSE,Manhattan,140 W 4TH ST,10012,40.73131837,-74.00035465,Vegetarian,6468337870,8/27/19,A12/C,1623,4,$$
BAOBURG,Brooklyn,614 MANHATTAN AVE,11222,40.72349293,-73.95033219,Asian Fusion,7183490011,6/11/19,A11/NC,180,4,$$
BAOSHOPPE,Manhattan,34 CANAL ST,10002,40.7143451,-73.9905184,Asian Fusion,6467564181,6/1/19,#NAME?,176,4,$
BAP,Manhattan,516A 3RD AVE,10016,40.74618,-73.97802,Korean,6468385792,2/8/19,A13/NC,76,4.5,$$
BAPSANG,Manhattan,350 W 50TH ST,10019,40.7628273,-73.98785923,Korean,2125824446,8/29/19,A12/C,595,3.5,$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2129818588,6/6/19,A5/NC,129,3,$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2129818588,6/6/19,A5/NC,84,5,$$$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2129818588,6/6/19,A5/NC,466,3.5,$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2129818588,6/6/19,A5/NC,247,3,$$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2129818588,6/6/19,A5/NC,362,4,$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2129818588,6/6/19,A5/NC,23,3,$$
BAR A FRITES,Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2129818588,6/6/19,A5/NC,125,3.5,$$
BAR BOULUD,Manhattan,1900 BROADWAY,10023,40.77134,-73.9819051,Italian,2125950303,5/23/19,A5/C,691,3.5,$$$
BAR BOULUD,Manhattan,1900 BROADWAY,10023,40.77184436,-73.98188089,French,2125950303,5/23/19,A5/C,816,3.5,$$$
BAR CHUKO,Brooklyn,565 VANDERBILT AVE,11238,40.680784,-73.967455,Asian Fusion,3474259570,8/28/19,A11/NC,1018,4,$$
BAR GOTO,Manhattan,245 ELDRIDGE ST,10002,40.72277,-73.98989,Cocktail Bars,2124754411,7/23/19,A4/NC,191,4.5,$$
BAR MOGA,Manhattan,128 W HOUSTON ST,10012,40.72787,-74.00107,Cocktail Bars,9293995853,11/13/18,-15/C,119,4,$$
BAR PATEA,Manhattan,85 KENMARE ST,10012,40.72136,-73.99675,Sushi Bars,9172615550,10/15/18,A11/C,132,3.5,$$
BAR PRIMI,Manhattan,325 BOWERY,10003,40.725639,-73.991714,Italian,6464427860,9/13/19,A12/NC,524,3.5,$$
BAR SAN MIGUEL,Brooklyn,307 SMITH ST,11231,40.68134,-73.9938279,Mexican,7188552490,7/27/19,A10/C,118,4,$$
BARANO,Brooklyn,26 BROADWAY,11249,40.710372,-73.96794,Pizza,3472970013,9/4/19,C35/C,208,4.5,$$$
BARBARRIO,Manhattan,1621 LEXINGTON AVE,10029,40.789737,-73.94786,International Grocery,6467558145,9/18/18,A13/C,19,4.5,$
BARDOLINO PIZZA,Manhattan,1505 LEXINGTON AVE,10029,40.78665,-73.95019,Spanish,6469187455,9/17/19,-29/C,172,3,$$
BARN JOO,Manhattan,35 UNION SQ W,10003,40.73684,-73.99069,Korean,6463989663,8/28/19,Z26/C,1384,4,$$
BARN JOO 35,Manhattan,34 W 35TH ST,10001,40.74964,-73.98582,Korean,2125644430,8/29/19,A9/NC,1307,4.5,$$
BARNACHO,Manhattan,920 2ND AVE,10017,40.75403214,-73.96884918,Mexican,2128329426,6/12/19,A9/NC,155,4,$$
BARNES & NOBLE BOOKSELLERS,Staten Island,2655 RICHMOND AVE,10314,40.58185759,-74.16522116,Pan Asian,7183556033,12/4/18,A8/C,152,3.5,$$
BARTOLINO'S FINE ITALIAN PIZZA,Queens,3411 BROADWAY,11106,40.76073861,-73.9223789,Pizza,3477306573,6/11/19,A12/C,37,4,$$
BASSANOVA RAMEN,Manhattan,76 MOTT ST,10013,40.71633037,-73.99804773,Ramen,2123342100,3/21/19,A11/NC,729,3.5,$$
BATARD,Manhattan,239 WEST BROADWAY,10013,40.7195533,-74.00579829,Modern European,2122192777,2/21/19,A12/C,341,4,$$$$
BAY HOUSE,Staten Island,574 BAY ST,10304,40.6278259,-74.0764928,Thai,7187159539,7/16/19,A10/C,66,3,$$
BAY THAI RESTAURANT,Brooklyn,6735 3RD AVE,11220,40.63688,-74.02526,Thai,7187489354,12/20/18,A10/NC,102,4,$$
BAYRIDGE SUSHI,Brooklyn,6914 3RD AVE,11209,40.63544,-74.02633,Sushi Bars,7184910662,10/4/18,A11/C,196,3.5,$$
BAZAR,Manhattan,31 W 26TH ST,10010,40.74437,-73.99014,Tapas/Small Plates,2125108155,5/20/19,A12/NC,252,4,$$
BBQ OLIVE CHICKEN,Manhattan,25 W 32ND ST,10001,40.74726712,-73.98628682,Korean,2129678093,6/27/19,Z23/NC,532,3.5,$$
BEARD PAPA'S MIDTOWN,Manhattan,239 E 53RD ST,10022,40.75725,-73.96774,Japanese,7186834781,6/25/19,A12/C,356,4,$$
BEAST AND BOTTLES,Brooklyn,151 ATLANTIC AVE,11201,40.69059,-73.99503,American (New),7188553158,7/31/19,A6/C,146,4,$$$
BEATS KARAOKE CAFE,Brooklyn,219 GRAND ST,11211,40.7139161,-73.9595309,Korean,7183023030,6/15/19,A3/NC,3,3.5,$$
BEATS KARAOKE CAFE,Brooklyn,219 GRAND ST,11211,40.7139161,-73.9595309,Karaoke,7183023030,6/15/19,A3/NC,41,4,$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2129818500,7/23/19,A0/NA,129,3,$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2129818500,7/23/19,A0/NA,84,5,$$$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2129818500,7/23/19,A0/NA,466,3.5,$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2129818500,7/23/19,A0/NA,247,3,$$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2129818500,7/23/19,A0/NA,362,4,$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2129818500,7/23/19,A0/NA,23,3,$$
BEAUBOURG,Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2129818500,7/23/19,A0/NA,125,3.5,$$
BECKYS BITES,Manhattan,122 E 7TH ST,10009,40.726255,-73.9843,Seafood,2124209200,7/19/19,A7/C,380,4,$$$
BEECHER'S HANDMADE CHEESE,Manhattan,900 BROADWAY,10003,40.73889,-73.9897,Wine Bars,2124663340,4/26/19,A12/C,632,4,$$
BEERZAAR,Manhattan,213 6TH AVE,10014,40.72751,-74.00341,Beer Bar,2122860014,8/23/19,A5/C,30,4.5,$$
BEETLE HOUSE,Manhattan,308 E 6TH ST,10003,40.72708,-73.98801,American (New),6465104786,5/7/19,#NAME?,754,3.5,$$
BELLA GIOIA,Brooklyn,209 4TH AVE,11217,40.6775302,-73.9827215,Italian,3472234176,1/25/19,A12/NC,181,4.5,$$
BELLA LUNA,Manhattan,574 COLUMBUS AVE,10024,40.787762,-73.971458,Italian,2128772267,7/16/19,A7/NC,232,3.5,$$
BELLA NOTTE,Bronx,3524 JOHNSON AVE,10463,40.885989,-73.9095335,Pizza,9179020067,2/27/19,A9/NC,132,3.5,$$
BELLINI,Manhattan,483 COLUMBUS AVE,10024,40.78457,-73.97317,Italian,2127244615,3/13/19,A7/C,238,3.5,$$
BELLINI,Manhattan,483 COLUMBUS AVE,10024,40.7845979,-73.9732188,Japanese,2127244615,3/13/19,A7/C,95,3.5,$$
BEN AND JACKS STEAKHOUSE,Manhattan,219 E 44TH ST,10017,40.75183,-73.97236,Steakhouses,2126825678,4/11/19,A9/NC,232,4,$$$$
BENEMON,Manhattan,108 E 4TH ST,10003,40.72551,-73.98838,Korean,2126143006,4/20/19,A13/NC,73,4,$$$
BENEMON,Manhattan,108 E 4TH ST,10003,40.72551,-73.98838,Japanese,2126143006,4/20/19,A13/NC,456,4.5,$$
BEP GA,Manhattan,70 FORSYTH ST,10002,40.71701,-73.99324,Vietnamese,9172614716,3/8/19,Z5/NC,122,4.5,$$
BEQU JUICE,Manhattan,350 E 9TH ST,10003,40.7283,-73.98538,Sushi Bars,2127776507,5/9/19,A11/NC,108,4.5,$$
BERONBERON,Manhattan,164 1ST AVE,10009,40.7287866,-73.9841504,Japanese,6462836339,5/28/19,C54/NC,95,4,$$
BESITO RESTUARANT & BAR,Brooklyn,50 5TH AVE,11217,40.681667,-73.977188,Dominican,7182301703,6/25/19,A13/C,26,3.5,$$
BESO,Staten Island,11 SCHUYLER ST,10301,40.64338255,-74.07691008,Spanish,7188168162,2/20/19,A12/NC,462,4,$$
BESSOU,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9177437388,7/20/19,Z5/C,445,3.5,$$$
BESSOU,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9177437388,7/20/19,Z5/C,315,4,$$$
BETTOLA,Manhattan,412 AMSTERDAM AVE,10024,40.78367,-73.97816,Italian,9176732294,4/1/19,A13/NC,172,3,$$
BETTOLONA,Manhattan,3143 BROADWAY,10027,40.8141032,-73.9597766,Pizza,2127491125,8/19/19,A9/C,280,4,$$
BEYOND SUSHI NYC INC,Manhattan,62 W 56TH ST,10019,40.76331,-73.97717,Sushi Bars,6467722425,4/4/19,A9/C,574,4.5,$$
BEYOND SUSHI NYC INC,Manhattan,62 W 56TH ST,10019,40.76332,-73.97717,Korean,6467722425,4/4/19,A9/C,272,4,$$
BF SOUL FOOD RESTAURANT,Manhattan,54 E 125TH ST,10035,40.80548,-73.94042,Barbeque,3476385406,7/26/19,A10/C,28,3.5,$$
BIBI WINECELLAR,Manhattan,211 E 4TH ST,10009,40.723937,-73.983519,Wine Bars,2126732424,2/6/19,-13/C,171,4.5,$$
BIG WONG RESTAURANT,Manhattan,67 MOTT ST,10013,40.71624,-73.99842,Chinese,2129640540,8/8/19,#NAME?,1354,3.5,$
BIGEYE SUSHI,Brooklyn,2 METROTECH CTR,11201,40.69354149,-73.98584234,Korean,3475990188,10/30/18,A13/C,52,3.5,$$
BIN 5,Staten Island,1233 BAY ST,10305,40.613335,-74.065258,Italian,7183094224,8/14/19,B16/NC,285,4.5,$$$
BIRD & BRANCH,Manhattan,359 W 45TH ST,10036,40.7603099,-73.99087,Mexican,6463311784,4/5/19,A11/C,114,3.5,$
BIRDS OF A FEATHER,Brooklyn,191 GRAND ST,11211,40.71442,-73.960441,Szechuan,7188969680,4/17/19,A12/C,237,4,$$
BISTRO CASSIS,Manhattan,225 COLUMBUS AVE,10023,40.776195,-73.97927,French,2125793966,6/17/19,A13/NC,231,3.5,$$$
BISTRO PIERRE LAPIN,Manhattan,99 BANK ST,10014,40.73654,-74.00639,French,2128586500,7/19/19,A13/NC,57,3.5,$$$$
BITE OF HONG KONG,Manhattan,81 CHRYSTIE ST,10002,40.7174007,-73.99437,Seafood,9176601103,9/27/19,#NAME?,85,3.5,$$
BK TACO FACTORY,Brooklyn,195 STANHOPE ST,11237,40.69980003,-73.92138809,American (New),9174982185,1/1/00,#NAME?,118,3.5,$$
BKK EATERY,Manhattan,138 E 34TH ST,10016,40.74601,-73.9795,Thai,2122133317,9/4/19,A13/C,379,3.5,$$
BKLYN WILD,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9177437388,9/26/19,A4/NC,445,3.5,$$$
BKLYN WILD,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9177437388,9/26/19,A4/NC,315,4,$$$
BLA BLA BAR,Queens,7128 ROOSEVELT AVE,11372,40.746382,-73.893844,Thai,3475526471,3/21/19,N56/C,35,3.5,$$
BLACK BARN,Manhattan,19 E 26TH ST,10010,40.74310363,-73.98705385,American (New),2122655959,9/10/19,-28/C,490,4,$$$
BLACK FOX COFFEE CO,Manhattan,70 PINE ST,10270,40.7065047,-74.0077715,Vegan,9177420133,7/8/19,A11/NC,66,4,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,6464905100,1/10/19,A7/NC,3690,4,$$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,6464905100,1/10/19,A7/NC,56,4,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,6464905100,1/10/19,A7/NC,306,4,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,6464905100,1/10/19,A7/NC,128,3.5,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74265894,-74.00592854,Seafood,6464905100,1/10/19,A7/NC,561,4,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,6464905100,1/10/19,A7/NC,108,4,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,6464905100,1/10/19,A7/NC,532,3.5,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,6464905100,1/10/19,A7/NC,199,4.5,$$
BLACKBARN CAFE & BAR,Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,6464905100,1/10/19,A7/NC,2568,4.5,$
BLAZE JAMAICAN RESTAURANT,Staten Island,3 CORSON AVE,10301,40.63842009,-74.07903995,Caribbean,9294642330,5/13/19,A10/NC,11,3.5,$
BLKYN BURRO,Brooklyn,922 FULTON ST,11238,40.6827188,-73.9640973,Mexican,7186228776,9/4/19,A7/NC,81,3.5,$$
BLOCKHEADS BURRITOS,Manhattan,60 3RD AVE,10003,40.73123,-73.98905,Mexican,9173883534,1/17/19,A2/NC,183,3.5,$$
BLOSSOM  ON COLUMBUS,Manhattan,507 COLUMBUS AVE,10024,40.7853146,-73.9728638,Vegan,2128752600,3/12/19,A13/C,313,4,$$
BLUE CORN RESTAURANT,Manhattan,1969 AMSTERDAM AVE,10032,40.83318,-73.9415999,Mexican,2122837752,7/8/19,Z21/NC,74,3.5,$
BLUE FIN,Manhattan,1567 BROADWAY,10036,40.7593727,-73.9853281,Mexican,2129181400,5/30/19,A13/NC,464,3.5,$$
BLUE PARK KITCHEN,Manhattan,70 PINE ST,10270,40.7065047,-74.0077715,Vegan,6469219909,10/31/18,A13/NC,66,4,$$
BLUEBIRD LONDON,Manhattan,10 COLUMBUS CIR,10019,40.76815289,-73.98276296,French,3476822100,10/12/18,A8/NC,1512,4.5,$$$$
BLUEBIRD LONDON,Manhattan,10 COLUMBUS CIR,10019,40.768538,-73.982923,Bakeries,3476822100,10/12/18,A8/NC,1320,4,$$
BLUEBIRD LONDON,Manhattan,10 COLUMBUS CIR,10019,40.76860206,-73.98303866,Jazz & Blues,3476822100,10/12/18,A8/NC,357,4,$$$
BLUEBIRD LONDON,Manhattan,10 COLUMBUS CIR,10019,40.76860636,-73.98327847,Sushi Bars,3476822100,10/12/18,A8/NC,306,4,$$$$
BLUEBIRD LONDON,Manhattan,10 COLUMBUS CIR,10019,40.76855917,-73.98301327,Japanese,3476822100,10/12/18,A8/NC,176,3.5,$$$$
BLUEBIRD LONDON,Manhattan,10 COLUMBUS CIR,10019,40.76844,-73.98273,Tapas Bars,3476822100,10/12/18,A8/NC,28,3,$$
BLUEMAIZ,Manhattan,606 8TH AVE,10018,40.75543,-73.99071,Mexican,2127042106,6/19/19,A10/C,200,4,$
BO CA PHE,Manhattan,222 LAFAYETTE ST,10012,40.7220786,-73.9975506,Vietnamese,6468821939,7/30/19,B25/C,1058,4,$$
BOBWHITE COUNTER,Manhattan,230 PARK AVE,10021,40.75433766,-73.97653256,Food Stands,9176553379,4/4/19,A2/NC,172,3.5,$$
BOBWHITE COUNTER,Manhattan,230 PARK AVE,10169,40.754394,-73.976104,Thai,9176553379,4/4/19,A2/NC,59,2.5,$$
BOBWHITE COUNTER,Manhattan,230 PARK AVE,10169,40.7543721,-73.97618,Soup,9176553379,4/4/19,A2/NC,36,4,$
BOBWHITE COUNTER,Manhattan,230 PARK AVE,10169,40.75424603,-73.97562834,Wine Bars,9176553379,4/4/19,A2/NC,134,3.5,$$
BOBWHITE COUNTER,Manhattan,230 PARK AVE,10169,40.7543721,-73.9761826,Ramen,9176553379,4/4/19,A2/NC,77,3,$$
BOBWHITE COUNTER,Manhattan,230 PARK AVE,10169,40.754623,-73.976605,Food Court,9176553379,4/4/19,A2/NC,594,4,$$
BOBWHITE LUNCH AND SUPPER COUNTER,Manhattan,570 LEXINGTON AVE,10022,40.7571519,-73.9726033,Asian Fusion,9176553379,6/17/19,A10/C,125,4,$
BOCADITO BISTRO,Manhattan,4863 BROADWAY,10034,40.86684983,-73.92399084,Breakfast & Brunch,6466494212,2/20/19,#NAME?,237,4.5,$$
BOCAITO,Queens,8115 NORTHERN BLVD,11372,40.755701,-73.8856811,Latin American,3476171606,8/23/19,NNA/NA,240,4,$$
BODEGA 88,Manhattan,573 COLUMBUS AVE,10024,40.78753588,-73.97113536,Sports Bars,2127991602,9/11/19,A12/C,117,4.5,$$
BOHEMIAN NEW YORK,Manhattan,57 GREAT JONES ST,10012,40.72639,-73.99236,Japanese,2123881070,2/13/19,#NAME?,706,4.5,$$$
BOIL BOIL ROOM,Manhattan,1000 8TH AVE,10019,40.767124,-73.983013,Asian Fusion,8475279730,2/13/19,A3/NC,59,3.5,$$
BONAFINI,Brooklyn,663 FLATBUSH AVE,11225,40.65704,-73.96003,Breakfast & Brunch,3477709746,6/26/19,A3/NC,311,4,$$
BOND 45 ITALIAN KITCHEN AND BAR,Manhattan,221 W 46TH ST,10036,40.7591637,-73.98597883,Italian,2128694545,8/28/19,A7/C,588,3.5,$$$
BONJOUR CREPES & WINE,Manhattan,1442 LEXINGTON AVE,10128,40.78456,-73.95219,Creperies,2125344300,9/25/19,#NAME?,119,3.5,$$
BONO TRATTORIA,Manhattan,3658 BROADWAY,10031,40.83019964,-73.94734494,Pizza,6466829249,1/29/19,A2/NC,262,4,$$
BOON THAI,Brooklyn,681 MANHATTAN AVE,11222,40.724933,-73.951759,Thai,7183498215,9/4/19,#NAME?,55,3.5,$$
BOON THAI,Brooklyn,681 MANHATTAN AVE,11222,40.724933,-73.951759,Thai,7183498215,9/4/19,#NAME?,107,2.5,$$
BORAN THAI CUISINE,Brooklyn,462 COURT ST,11231,40.67825,-73.99816,Thai,7184900207,9/11/19,Z45/NC,95,4.5,$$
BORN THAI,Brooklyn,293 FLATBUSH AVE,11217,40.67903,-73.97357,Thai,3476633674,5/20/19,A13/NC,299,3.5,$$
BOTICARIOS,Manhattan,58 E 1ST ST,10003,40.72382835,-73.9894077,Cocktail Bars,9172617850,6/20/19,N106/C,94,4.5,$$
BOUCHERIE,Manhattan,225 PARK AVE S,10003,40.73715,-73.98789,Steakhouses,2123530200,9/4/19,-25/C,427,4.5,$$$
BOUCHON BAKERY ROCKEFELLER,Manhattan,1 ROCKEFELLER PLAZA,10111,40.75822323,-73.97881059,Bakeries,2127823890,8/16/19,A13/NC,726,4,$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2129818588,4/19/19,A4/NC,129,3,$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2129818588,4/19/19,A4/NC,84,5,$$$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2129818588,4/19/19,A4/NC,466,3.5,$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2129818588,4/19/19,A4/NC,247,3,$$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2129818588,4/19/19,A4/NC,362,4,$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2129818588,4/19/19,A4/NC,23,3,$$
BOULANGERIE,Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2129818588,4/19/19,A4/NC,125,3.5,$$
BOULUD SUD,Manhattan,1900 BROADWAY,10023,40.77134,-73.9819051,Italian,2125951313,6/17/19,A12/C,691,3.5,$$$
BOULUD SUD,Manhattan,1900 BROADWAY,10023,40.77184436,-73.98188089,French,2125951313,6/17/19,A12/C,816,3.5,$$$
BOWERY MEAT COMPANY,Manhattan,9 E 1ST ST,10003,40.72453,-73.9917876,Steakhouses,2124605255,9/13/19,A13/C,412,4,$$$
BOWLLIN',Manhattan,27 WAVERLY PL,10003,40.73063,-73.99515,Korean,2126732727,1/17/19,A12/NC,97,3.5,$$
BOX KITE COFFEE,Manhattan,128 W 72ND ST,10023,40.77763,-73.98003,Thai,2125748202,7/22/19,A5/NC,172,4,$$
BRASSERIE COGNAC EAST,Manhattan,963 LEXINGTON AVE,10021,40.769097,-73.96286,Cocktail Bars,2122495100,7/31/19,A12/NC,91,3.5,$$
BRASSERIE SEOUL,Brooklyn,300 SCHERMERHORN ST,11217,40.687415,-73.982638,French,9177703852,12/6/18,A12/C,241,4,$$
"BRASSIERIE 1605/BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN), GRIND & CO",Manhattan,1605 BROADWAY,10019,40.76056,-73.98481,Brasseries,2123156000,6/22/19,A7/C,27,3,$$
BREAD BAGELRY,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9177437388,7/20/19,Z2/NC,445,3.5,$$$
BREAD BAGELRY,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9177437388,7/20/19,Z2/NC,315,4,$$$
BREADS BAKERY,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9177437388,9/23/19,A9/NC,445,3.5,$$$
BREADS BAKERY,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9177437388,9/23/19,A9/NC,315,4,$$$
BREAKROOM,Manhattan,83 BAXTER ST,10013,40.71669072,-73.99994401,Burgers,2122272802,7/24/19,A12/C,1479,4.5,$$
BRICOLAGE,Brooklyn,162 5TH AVE,11217,40.67792,-73.97975,Vietnamese,7182301835,7/25/19,B17/C,399,4,$$
BRIGITTE BISTRO MODERNE,Manhattan,37 CANAL ST,10002,40.71474,-73.99096,French,6466493378,12/12/18,A13/C,39,4,$$$
BRISAS TROPICALES RESTAURANT,Bronx,1360 WHITE PLAINS RD,10460,40.83478,-73.86283,Mexican,6463543416,9/12/19,Z18/NC,9,3.5,$$
BROCCOLINO PIZZA,Brooklyn,446 DEAN ST,11217,40.68193115,-73.97627279,Italian,3477630440,10/24/18,A9/NC,242,3.5,$$
BROCCOLINO SMITH STREET,Brooklyn,213 SMITH ST,11201,40.684492,-73.991692,Italian,9179091858,3/30/19,#NAME?,50,4,$$
